"model","academic_year","region","campus","grade","persistence","persistence_type","persistence_type_display","grouped_by","grouped_by_display","level_1","level_2","level_3","level_4","level_5","level"
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","5",80.3571428571429,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","5",91.40625,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","5",89.4308943089431,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","5",84.1666666666667,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","5",86.1788617886179,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","5",77.0833333333333,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","5",89.922480620155,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,79.9911886179948,82.46125,84.9313113820052,87.4013727640103,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","6",87.5968992248062,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","6",79.3650793650794,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","6",90.5511811023622,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","6",92.1259842519685,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","6",76.5765765765766,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","6",84.251968503937,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","6",78.6764705882353,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","6",96.2406015037594,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.9039698267004,82.46125,86.0185301732996,89.5758103465992,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","7",86.5671641791045,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","7",88.6075949367089,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","7",87.6106194690265,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","7",94.6153846153846,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","7",91.1290322580645,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","7",88.6792452830189,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","7",80.3149606299213,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","7",93.0232558139535,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.2612179796032,82.46125,84.6612820203968,86.8613140407937,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","8",75.4966887417219,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","8",74.6666666666667,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","8",83.0357142857143,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","8",86.6666666666667,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","8",77.1653543307087,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","8",77.7777777777778,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","8",74.0157480314961,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","8",95.2,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.7764146215635,82.46125,86.1460853784365,89.830920756873,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","9",84.1121495327103,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","9",87.8378378378378,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","9",93.3962264150943,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","9",91.869918699187,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","9",91.2,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","9",82.7586206896552,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","9",86.2068965517241,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.6841491059091,82.7242857142857,84.7644223226623,86.8045589310388,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Bluff Springs","K",85.7142857142857,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Health Professions","K",75,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Kyle","K",85.9649122807018,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Montopolis","K",89.0756302521008,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Parmer Park","K",78.9473684210526,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,1
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Pflugerville","K",86.5546218487395,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Round Rock Tech","K",83.59375,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","Austin","Rundberg","K",83.0508474576271,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.1888772027258,82.46125,84.7336227972742,87.0059955945484,3
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","1",83.3333333333333,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5081748901232,80.326,82.1438251098768,83.9616502197537,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","1",87.4015748031496,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5081748901232,80.326,82.1438251098768,83.9616502197537,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","1",87.9432624113475,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5081748901232,80.326,82.1438251098768,83.9616502197537,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","1",82.1705426356589,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5081748901232,80.326,82.1438251098768,83.9616502197537,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","1",91.1111111111111,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,78.5081748901232,80.326,82.1438251098768,83.9616502197537,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","10",83,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4414746684838,81.345,82.2485253315161,83.1520506630323,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","10",85.5555555555556,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,80.4414746684838,81.345,82.2485253315161,83.1520506630323,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","2",84.6625766871166,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.2908398260675,80.326,83.3611601739325,86.3963203478651,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","2",89.2561983471074,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.2908398260675,80.326,83.3611601739325,86.3963203478651,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","2",85.0299401197605,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.2908398260675,80.326,83.3611601739325,86.3963203478651,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesquite Hills","2",77.3584905660377,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.2908398260675,80.326,83.3611601739325,86.3963203478651,2
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Rio Vista","2",93.7062937062937,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,77.2908398260675,80.326,83.3611601739325,86.3963203478651,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Edgemere","3",86.7052023121387,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,76.9642829458162,80.326,83.6877170541838,87.0494341083676,4
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Horizon Vista","3",88.4297520661157,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,76.9642829458162,80.326,83.6877170541838,87.0494341083676,5
"Level 2/4/5 Goal +/- SPR SD","2022-2023","El Paso","Mesa Hills","3",82.2222222222222,"LDOS","Last Day of School","academic_year | persistence_type | region | grade","Regional and Grade Level",0,76.9642829458162,80.326,83.6877170541838,87.0494341083676,3
